Model,Prompt,Run,Question File,Question Number,Categories,Score
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,147,"Consensus Mechanisms, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,148,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,149,"Consensus Mechanisms, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,150,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,151,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,152,"Consensus Mechanisms, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,153,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,154,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,155,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,156,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,157,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,158,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,159,"Consensus Mechanisms, Knowledge, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,160,"Consensus Mechanisms, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,161,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,162,"Consensus Mechanisms, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,163,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,164,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,165,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,166,"Consensus Mechanisms, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,167,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,168,"Consensus Mechanisms, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,169,"Consensus Mechanisms, Knowledge, Beginner",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,170,"Consensus Mechanisms, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,171,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,172,"Consensus Mechanisms, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,173,"Consensus Mechanisms, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,174,"Consensus Mechanisms, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,175,"Consensus Mechanisms, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,176,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,177,"Cryptography, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,178,"Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,179,"Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,180,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,181,"Cryptography, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,182,"Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,183,"Cryptography, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,184,"Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,185,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,186,"Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,187,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,188,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,189,"Cryptography, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,190,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,191,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,192,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,193,"Cryptography, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,194,"Cryptography, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,195,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,196,"Cryptography, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,197,"Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,198,"Cryptography, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,199,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,200,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,201,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,202,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,203,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,204,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,205,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,206,"Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,207,"Cryptography, Knowledge, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,208,"Cryptography, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,209,"Cryptography, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,210,"DAO & Governance, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,211,"DAO & Governance, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,212,"DAO & Governance, Privacy, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,213,"DAO & Governance, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,214,"DAO & Governance, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,215,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,216,"DAO & Governance, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,217,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,218,"DAO & Governance, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,219,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,220,"DAO & Governance, DeFi, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,221,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,222,"DAO & Governance, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,223,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,224,"DAO & Governance, Interoperability, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,225,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,226,"DAO & Governance, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,227,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,228,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,229,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,230,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,231,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,232,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,233,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,234,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,235,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,236,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,237,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,238,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,239,"DAO & Governance, Smart Contract, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,240,"DAO & Governance, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,241,"DAO & Governance, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,242,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,243,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,244,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,245,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,246,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,247,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,248,"DAO & Governance, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,249,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,250,"DAO & Governance, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,251,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,252,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,253,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,254,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,255,"DAO & Governance, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,256,"DAO & Governance, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,257,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,258,"DAO & Governance, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,259,"DAO & Governance, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,260,"DAO & Governance, Security, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,261,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,262,"DAO & Governance, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,263,"DAO & Governance, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,264,"DAO & Governance, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,265,"DAO & Governance, Knowledge, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,266,"DAO & Governance, Security, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,267,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,268,"DAO & Governance, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,269,"DAO & Governance, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,270,"DAO & Governance, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,271,"DAO & Governance, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,272,"DAO & Governance, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,273,"DAO & Governance, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,274,"DAO & Governance, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,275,"DAO & Governance, Knowledge, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,276,"Dapps, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,277,"Dapps, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,278,"Dapps, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,279,"Dapps, Tokenomics, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,280,"Dapps, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,281,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,282,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,283,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,284,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,285,"DeFi, Tokenomics, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,286,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,287,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,288,"DeFi, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,289,"DeFi, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,290,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,291,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,292,"DeFi, Tokenomics, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,293,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,294,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,295,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,296,"DeFi, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,297,"DeFi, Security, System Design, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,298,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,299,"DeFi, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,300,"DeFi, Interoperability, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,301,"DeFi, Smart Contract, Security, System Design, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,302,"DeFi, Smart Contract, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,303,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,304,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,305,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,306,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,307,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,308,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,309,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,310,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,311,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,312,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,313,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,314,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,315,"DeFi, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,316,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,317,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,318,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,319,"DeFi, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,320,"DeFi, Security, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,321,"DeFi, Problem Solving, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,322,"DeFi, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,323,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,324,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,325,"DeFi, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,326,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,327,"DeFi, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,328,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,329,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,330,"DeFi, Calculation, Intermediate",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,331,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,332,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,333,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,334,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,335,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,336,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,337,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,338,"DeFi, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,339,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,340,"DeFi, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,341,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,342,"DeFi, Security, Problem Solving, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,343,"DeFi, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,344,"DeFi, Calculation, Intermediate",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,345,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,346,"DeFi, Calculation, Advanced",0
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,347,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,348,"DeFi, Calculation, Advanced",1
gpt-4o-mini-2024-07-18,You are an expert in cryptogra,1,MultichoiceQuestions.json,349,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1
