question_id,category,Qwen/Qwen2-Math-72B-Instruct,claude-3-5-sonnet-20240620,claude-3-haiku-20240307,claude-3-opus-20240229,deepseek-ai/DeepSeek-V2.5,gemini-1.5-flash,gemini-1.5-pro,google/gemma-2-27b-it,google/gemma-2-9b-it,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,gpt-4o-2024-08-06,gpt-4o-mini-2024-07-18,meta-llama/Meta-Llama-3.1-405B-Instruct,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,mistral-nemo:12b-instruct-2407-q8_0,mistralai/Mixtral-8x7B-Instruct-v0.1,nous-hermes2:10.7b-solar-fp16,phi3:14b-medium-128k-instruct-q8_0,phi3:3.8b-mini-128k-instruct-fp16
195,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,"Cryptography, Problem Solving, Advanced",1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
197,"Cryptography, Calculation, Advanced",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
198,"Cryptography, Calculation, Advanced",0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0
199,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
203,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205,"Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
206,"Cryptography, Calculation, Advanced",1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1
207,"Cryptography, Knowledge, Advanced",1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
208,"Cryptography, Calculation, Advanced",0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
209,"Cryptography, Calculation, Advanced",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
210,"DAO & Governance, Security, System Design, Advanced",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
211,"DAO & Governance, Security, System Design, Advanced",1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
212,"DAO & Governance, Privacy, Security, System Design, Advanced",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
213,"DAO & Governance, Security, System Design, Advanced",0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
214,"DAO & Governance, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,"DAO & Governance, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,"DAO & Governance, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,"DAO & Governance, DeFi, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,"DAO & Governance, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,"DAO & Governance, Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,"DAO & Governance, Interoperability, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,"DAO & Governance, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
236,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
237,"DAO & Governance, Problem Solving, Advanced",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,"DAO & Governance, Smart Contract, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,"DAO & Governance, Problem Solving, Advanced",1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
241,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
242,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
245,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
246,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
247,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
248,"DAO & Governance, Problem Solving, Advanced",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
249,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
250,"DAO & Governance, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,"DAO & Governance, Calculation, Advanced",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
252,"DAO & Governance, Calculation, Advanced",1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
253,"DAO & Governance, Calculation, Advanced",1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
254,"DAO & Governance, Calculation, Advanced",0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
255,"DAO & Governance, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
256,"DAO & Governance, Calculation, Intermediate",0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
257,"DAO & Governance, Calculation, Advanced",1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
258,"DAO & Governance, Calculation, Advanced",0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
259,"DAO & Governance, Calculation, Intermediate",1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
260,"DAO & Governance, Security, Calculation, Advanced",0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
261,"DAO & Governance, Calculation, Advanced",1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1
262,"DAO & Governance, Calculation, Advanced",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"DAO & Governance, Calculation, Intermediate",0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
264,"DAO & Governance, Calculation, Intermediate",0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
265,"DAO & Governance, Knowledge, Advanced",0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
266,"DAO & Governance, Security, Calculation, Advanced",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
267,"DAO & Governance, Calculation, Advanced",0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
268,"DAO & Governance, Calculation, Advanced",0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1
269,"DAO & Governance, Calculation, Intermediate",0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1
270,"DAO & Governance, Problem Solving, Advanced",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
271,"DAO & Governance, Calculation, Intermediate",1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
272,"DAO & Governance, Calculation, Advanced",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
273,"DAO & Governance, Calculation, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
274,"DAO & Governance, Calculation, Intermediate",1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0
275,"DAO & Governance, Knowledge, Intermediate",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
276,"Dapps, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,"Dapps, Calculation, Intermediate",1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
278,"Dapps, Calculation, Intermediate",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Dapps, Tokenomics, Problem Solving, Advanced",1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1
280,"Dapps, Calculation, Intermediate",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0
281,"DeFi, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,"DeFi, Security, System Design, Advanced",1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1
283,"DeFi, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,"DeFi, Tokenomics, Security, System Design, Advanced",0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1
286,"DeFi, Security, Problem Solving, Advanced",1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
287,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
288,"DeFi, Security, System Design, Advanced",1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
289,"DeFi, Security, Problem Solving, Advanced",0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
290,"DeFi, Security, System Design, Advanced",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
291,"DeFi, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,"DeFi, Tokenomics, Security, System Design, Advanced",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
293,"DeFi, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
294,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
295,"DeFi, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
296,"DeFi, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
297,"DeFi, Security, System Design, Advanced",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1
299,"DeFi, Security, System Design, Advanced",0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
300,"DeFi, Interoperability, Security, System Design, Advanced",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
301,"DeFi, Smart Contract, Security, System Design, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,"DeFi, Smart Contract, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,"DeFi, Smart Contract, Security, Problem Solving, Advanced",0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1
304,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,"DeFi, Security, Problem Solving, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,"DeFi, Calculation, Intermediate",1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,"DeFi, Calculation, Advanced",1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0
317,"DeFi, Calculation, Advanced",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"DeFi, Calculation, Advanced",0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0
319,"DeFi, Calculation, Intermediate",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
320,"DeFi, Security, Calculation, Advanced",1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
321,"DeFi, Problem Solving, Advanced",0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
322,"DeFi, Calculation, Intermediate",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
323,"DeFi, Calculation, Advanced",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
324,"DeFi, Calculation, Advanced",1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
325,"DeFi, Calculation, Intermediate",1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1
326,"DeFi, Calculation, Advanced",0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1
327,"DeFi, Calculation, Intermediate",0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
328,"DeFi, Calculation, Advanced",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
329,"DeFi, Calculation, Advanced",0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
330,"DeFi, Calculation, Intermediate",1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
331,"DeFi, Calculation, Advanced",0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1
332,"DeFi, Calculation, Advanced",0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
333,"DeFi, Calculation, Advanced",1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
334,"DeFi, Calculation, Advanced",1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
335,"DeFi, Calculation, Advanced",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
336,"DeFi, Calculation, Advanced",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
337,"DeFi, Calculation, Advanced",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
338,"DeFi, Problem Solving, Advanced",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,"DeFi, Calculation, Advanced",0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
340,"DeFi, Calculation, Intermediate",1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1
341,"DeFi, Calculation, Advanced",1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1
342,"DeFi, Security, Problem Solving, Advanced",0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1
343,"DeFi, Calculation, Intermediate",1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
344,"DeFi, Calculation, Intermediate",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
345,"DeFi, Calculation, Advanced",0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
346,"DeFi, Calculation, Advanced",1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
347,"DeFi, Calculation, Advanced",1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
348,"DeFi, Calculation, Advanced",1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1
349,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
350,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
351,"Ethereum, Smart Contract, Security, Knowledge, Intermediate",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
354,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,"Ethereum, Smart Contract, Tokenomics, Knowledge, Beginner",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,"Ethereum, Smart Contract, Tokenomics, Knowledge, Beginner",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
358,"Ethereum, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,"Ethereum, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,"Ethereum, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
361,"Ethereum, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,"Ethereum, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,"Ethereum, Smart Contract, Knowledge, Advanced",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
364,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
365,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1
371,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
372,"Ethereum, Smart Contract, Security, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,"Ethereum, Cryptography, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,"Ethereum, Cryptography, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,"Ethereum, Cryptography, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,"Ethereum, Cryptography, Knowledge, Intermediate",0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
377,"Ethereum, Security, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,"Ethereum, Cryptography, Knowledge, Intermediate",0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
379,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
381,"Ethereum, Smart Contract, Knowledge, Advanced",0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
382,"Ethereum, Smart Contract, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
383,"Ethereum, Cryptography, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,"Ethereum, Cryptography, Knowledge, Advanced",1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
385,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
386,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,"Ethereum, Smart Contract, Tokenomics, Knowledge, Intermediate",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0
388,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
389,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,"Ethereum, Smart Contract, DeFi, Knowledge, Intermediate",0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0
391,"Ethereum, Security, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,"Ethereum, Security, Knowledge, Intermediate",0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0
393,"Ethereum, Security, Knowledge, Intermediate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
395,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
396,"Ethereum, Smart Contract, Tokenomics, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
399,"Ethereum, Layer 2 Solutions, Knowledge, Advanced",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
